d3mIndex,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,class
9845,99.0,74.0,62.0,100.0,23.0,75.0,60.0,53.0,95.0,58.0,100.0,11.0,49.0,1.0,0.0,0.0,9
9846,25.0,95.0,18.0,52.0,59.0,29.0,22.0,0.0,0.0,16.0,18.0,66.0,52.0,99.0,100.0,100.0,5
9847,87.0,95.0,34.0,100.0,57.0,77.0,100.0,96.0,88.0,70.0,99.0,28.0,57.0,2.0,0.0,0.0,9
9848,0.0,96.0,77.0,100.0,90.0,97.0,9.0,96.0,26.0,52.0,100.0,45.0,77.0,0.0,1.0,16.0,5
9849,0.0,72.0,32.0,100.0,45.0,99.0,42.0,68.0,39.0,37.0,20.0,7.0,26.0,2.0,100.0,0.0,1
9850,0.0,94.0,43.0,100.0,62.0,92.0,49.0,47.0,48.0,0.0,25.0,17.0,53.0,33.0,100.0,38.0,7
9851,0.0,98.0,52.0,100.0,61.0,75.0,49.0,32.0,48.0,0.0,17.0,37.0,48.0,42.0,100.0,50.0,7
9852,100.0,94.0,80.0,100.0,47.0,94.0,37.0,66.0,60.0,56.0,66.0,36.0,34.0,16.0,0.0,0.0,5
9853,100.0,100.0,55.0,94.0,17.0,64.0,0.0,32.0,17.0,0.0,88.0,2.0,64.0,22.0,24.0,13.0,6
9854,15.0,80.0,46.0,100.0,65.0,77.0,57.0,47.0,100.0,37.0,90.0,10.0,46.0,0.0,0.0,3.0,3
9855,100.0,95.0,70.0,100.0,38.0,84.0,35.0,56.0,74.0,47.0,78.0,17.0,40.0,2.0,0.0,0.0,5
9856,17.0,97.0,87.0,100.0,100.0,66.0,72.0,31.0,43.0,0.0,0.0,32.0,32.0,45.0,73.0,45.0,7
9857,0.0,92.0,35.0,100.0,65.0,86.0,44.0,56.0,15.0,30.0,18.0,2.0,60.0,0.0,100.0,5.0,2
9858,100.0,93.0,66.0,100.0,40.0,81.0,39.0,51.0,76.0,45.0,72.0,14.0,37.0,0.0,0.0,4.0,5
9859,14.0,93.0,1.0,80.0,0.0,37.0,31.0,0.0,86.0,21.0,100.0,62.0,69.0,99.0,6.0,100.0,0
9860,56.0,100.0,0.0,98.0,6.0,72.0,60.0,78.0,77.0,72.0,100.0,33.0,89.0,1.0,33.0,0.0,9
9861,0.0,89.0,25.0,100.0,31.0,68.0,17.0,37.0,11.0,9.0,40.0,4.0,70.0,3.0,100.0,0.0,2
9862,100.0,100.0,60.0,79.0,27.0,54.0,2.0,26.0,10.0,0.0,54.0,16.0,34.0,40.0,0.0,21.0,6
9863,24.0,74.0,46.0,100.0,67.0,72.0,61.0,38.0,34.0,8.0,0.0,0.0,47.0,7.0,100.0,5.0,2
9864,100.0,100.0,74.0,99.0,46.0,98.0,45.0,72.0,65.0,51.0,53.0,26.0,29.0,9.0,0.0,0.0,5
9865,100.0,80.0,73.0,100.0,68.0,62.0,69.0,22.0,27.0,0.0,0.0,29.0,45.0,50.0,93.0,63.0,8
9866,28.0,100.0,12.0,86.0,0.0,67.0,22.0,52.0,58.0,46.0,93.0,38.0,100.0,19.0,91.0,0.0,4
9867,98.0,88.0,45.0,100.0,28.0,67.0,86.0,66.0,100.0,69.0,100.0,31.0,61.0,0.0,0.0,11.0,9
9868,95.0,77.0,46.0,100.0,5.0,71.0,54.0,55.0,95.0,75.0,100.0,28.0,62.0,0.0,0.0,6.0,9
9869,21.0,100.0,15.0,75.0,0.0,45.0,58.0,42.0,92.0,50.0,88.0,61.0,89.0,30.0,100.0,0.0,4
9870,45.0,79.0,73.0,100.0,83.0,83.0,89.0,55.0,100.0,27.0,76.0,4.0,38.0,0.0,0.0,5.0,3
9871,44.0,100.0,18.0,74.0,0.0,48.0,48.0,40.0,100.0,44.0,91.0,56.0,88.0,28.0,92.0,0.0,4
9872,24.0,92.0,81.0,100.0,26.0,79.0,19.0,54.0,83.0,66.0,100.0,34.0,62.0,4.0,0.0,0.0,5
9873,0.0,84.0,32.0,66.0,88.0,88.0,25.0,100.0,29.0,79.0,100.0,67.0,89.0,34.0,83.0,0.0,9
9874,36.0,80.0,67.0,100.0,100.0,92.0,75.0,63.0,99.0,41.0,94.0,16.0,49.0,3.0,0.0,0.0,3
9875,22.0,100.0,16.0,99.0,0.0,70.0,11.0,40.0,78.0,38.0,100.0,61.0,97.0,30.0,94.0,0.0,4
9876,0.0,25.0,35.0,48.0,64.0,75.0,97.0,100.0,100.0,88.0,81.0,59.0,61.0,29.0,43.0,0.0,1
9877,83.0,66.0,46.0,100.0,0.0,73.0,37.0,46.0,81.0,78.0,100.0,34.0,64.0,0.0,6.0,3.0,9
9878,49.0,85.0,78.0,100.0,92.0,85.0,74.0,55.0,100.0,35.0,80.0,11.0,41.0,0.0,0.0,0.0,3
9879,15.0,75.0,33.0,100.0,58.0,79.0,35.0,46.0,0.0,19.0,7.0,20.0,52.0,0.0,100.0,7.0,2
9880,100.0,72.0,74.0,100.0,35.0,73.0,65.0,53.0,84.0,65.0,90.0,25.0,55.0,0.0,0.0,2.0,9
9881,100.0,100.0,56.0,95.0,21.0,82.0,12.0,56.0,59.0,69.0,74.0,33.0,45.0,0.0,0.0,8.0,5
9882,0.0,76.0,44.0,84.0,100.0,100.0,81.0,80.0,64.0,60.0,42.0,40.0,28.0,20.0,8.0,0.0,1
9883,72.0,72.0,90.0,100.0,0.0,94.0,5.0,59.0,91.0,65.0,100.0,68.0,60.0,34.0,25.0,0.0,9
9884,40.0,100.0,15.0,69.0,0.0,44.0,60.0,52.0,100.0,66.0,87.0,66.0,91.0,30.0,82.0,0.0,4
9885,22.0,96.0,53.0,100.0,59.0,66.0,43.0,32.0,22.0,0.0,0.0,33.0,49.0,40.0,100.0,42.0,7
9886,35.0,80.0,0.0,46.0,6.0,2.0,57.0,0.0,95.0,33.0,100.0,79.0,59.0,100.0,30.0,66.0,0
9887,100.0,100.0,57.0,79.0,27.0,58.0,7.0,35.0,0.0,12.0,50.0,0.0,97.0,17.0,50.0,27.0,6
9888,0.0,62.0,11.0,17.0,45.0,0.0,80.0,14.0,100.0,52.0,86.0,92.0,49.0,100.0,16.0,83.0,0
9889,100.0,100.0,76.0,87.0,64.0,72.0,50.0,58.0,38.0,44.0,24.0,29.0,12.0,14.0,0.0,0.0,1
9890,0.0,84.0,45.0,100.0,100.0,95.0,99.0,65.0,65.0,38.0,24.0,15.0,29.0,1.0,86.0,0.0,2
9891,4.0,97.0,0.0,51.0,18.0,8.0,68.0,0.0,100.0,36.0,91.0,81.0,44.0,100.0,11.0,68.0,0
9892,17.0,86.0,8.0,46.0,58.0,33.0,24.0,0.0,0.0,32.0,0.0,88.0,51.0,99.0,100.0,100.0,5
9893,6.0,92.0,45.0,100.0,54.0,59.0,47.0,16.0,32.0,0.0,0.0,36.0,43.0,52.0,100.0,56.0,7
9894,1.0,61.0,0.0,92.0,47.0,100.0,62.0,70.0,42.0,39.0,16.0,9.0,49.0,0.0,100.0,7.0,2
9895,21.0,87.0,0.0,38.0,26.0,0.0,67.0,6.0,100.0,41.0,92.0,95.0,52.0,100.0,21.0,65.0,0
9896,45.0,75.0,44.0,100.0,68.0,75.0,40.0,34.0,0.0,8.0,13.0,15.0,57.0,0.0,100.0,12.0,2
9897,100.0,76.0,52.0,100.0,0.0,71.0,53.0,37.0,64.0,0.0,37.0,23.0,75.0,59.0,88.0,85.0,8
9898,24.0,96.0,0.0,68.0,11.0,23.0,49.0,0.0,86.0,23.0,100.0,68.0,74.0,100.0,42.0,72.0,0
9899,42.0,78.0,2.0,60.0,0.0,9.0,48.0,0.0,91.0,29.0,100.0,78.0,55.0,100.0,16.0,71.0,0
9900,15.0,83.0,56.0,100.0,82.0,78.0,35.0,58.0,62.0,47.0,100.0,26.0,56.0,5.0,0.0,0.0,3
9901,0.0,67.0,42.0,98.0,63.0,100.0,53.0,63.0,48.0,27.0,10.0,1.0,15.0,0.0,100.0,0.0,1
9902,11.0,77.0,39.0,100.0,52.0,68.0,33.0,32.0,0.0,5.0,7.0,12.0,54.0,9.0,100.0,0.0,2
9903,74.0,100.0,49.0,87.0,26.0,59.0,20.0,28.0,29.0,0.0,100.0,11.0,86.0,39.0,0.0,49.0,6
9904,1.0,96.0,0.0,75.0,23.0,98.0,86.0,100.0,100.0,90.0,75.0,56.0,57.0,19.0,54.0,0.0,7
9905,33.0,63.0,52.0,100.0,46.0,80.0,41.0,39.0,29.0,0.0,0.0,1.0,49.0,2.0,100.0,0.0,1
9906,21.0,79.0,64.0,100.0,84.0,72.0,62.0,42.0,87.0,45.0,100.0,15.0,46.0,0.0,0.0,16.0,3
9907,0.0,69.0,20.0,100.0,56.0,86.0,41.0,49.0,10.0,19.0,10.0,5.0,57.0,0.0,100.0,16.0,2
9908,100.0,100.0,52.0,83.0,8.0,54.0,0.0,14.0,57.0,0.0,100.0,27.0,58.0,50.0,8.0,43.0,6
9909,16.0,100.0,0.0,56.0,21.0,15.0,62.0,0.0,100.0,22.0,97.0,69.0,62.0,98.0,25.0,82.0,0
9910,3.0,58.0,20.0,100.0,41.0,80.0,22.0,38.0,0.0,8.0,33.0,4.0,66.0,3.0,100.0,0.0,2
9911,3.0,76.0,30.0,100.0,91.0,98.0,81.0,65.0,80.0,45.0,100.0,22.0,52.0,0.0,0.0,12.0,3
9912,24.0,63.0,8.0,43.0,36.0,0.0,86.0,11.0,100.0,61.0,68.0,100.0,14.0,91.0,0.0,42.0,0
9913,11.0,85.0,0.0,70.0,26.0,96.0,92.0,100.0,100.0,87.0,81.0,55.0,65.0,21.0,60.0,0.0,7
9914,6.0,90.0,63.0,100.0,98.0,91.0,63.0,72.0,84.0,50.0,100.0,27.0,57.0,10.0,0.0,0.0,3
9915,0.0,79.0,34.0,100.0,64.0,87.0,57.0,59.0,100.0,48.0,92.0,16.0,50.0,0.0,9.0,11.0,3
9916,48.0,100.0,35.0,83.0,7.0,51.0,0.0,18.0,47.0,0.0,100.0,19.0,67.0,42.0,9.0,26.0,6
9917,65.0,100.0,37.0,83.0,13.0,64.0,0.0,43.0,24.0,28.0,63.0,27.0,100.0,22.0,97.0,0.0,4
9918,73.0,97.0,43.0,100.0,49.0,55.0,42.0,10.0,0.0,0.0,6.0,42.0,56.0,60.0,100.0,79.0,8
9919,8.0,72.0,0.0,99.0,47.0,99.0,100.0,100.0,77.0,77.0,53.0,53.0,35.0,27.0,31.0,0.0,7
9920,0.0,74.0,16.0,80.0,57.0,96.0,100.0,100.0,86.0,75.0,66.0,50.0,47.0,25.0,39.0,0.0,1
9921,100.0,83.0,54.0,100.0,23.0,73.0,70.0,65.0,89.0,68.0,89.0,26.0,51.0,0.0,0.0,12.0,9
9922,34.0,87.0,66.0,100.0,80.0,78.0,77.0,53.0,100.0,29.0,72.0,6.0,34.0,0.0,0.0,13.0,3
9923,58.0,100.0,33.0,73.0,0.0,48.0,28.0,38.0,82.0,38.0,100.0,60.0,93.0,30.0,99.0,0.0,4
9924,28.0,100.0,0.0,56.0,15.0,6.0,65.0,0.0,100.0,38.0,92.0,90.0,43.0,99.0,7.0,63.0,0
9925,25.0,86.0,59.0,100.0,77.0,81.0,54.0,57.0,100.0,42.0,89.0,16.0,40.0,0.0,0.0,18.0,3
9926,17.0,92.0,50.0,100.0,63.0,68.0,46.0,34.0,21.0,0.0,0.0,22.0,40.0,35.0,100.0,40.0,7
9927,28.0,81.0,59.0,100.0,72.0,73.0,43.0,55.0,96.0,48.0,100.0,16.0,50.0,0.0,0.0,10.0,3
9928,100.0,100.0,73.0,78.0,38.0,59.0,0.0,41.0,33.0,36.0,67.0,43.0,40.0,22.0,27.0,0.0,4
9929,100.0,100.0,52.0,83.0,17.0,60.0,0.0,33.0,10.0,6.0,63.0,0.0,65.0,24.0,13.0,36.0,6
9930,100.0,83.0,57.0,100.0,40.0,67.0,88.0,75.0,98.0,54.0,97.0,11.0,48.0,0.0,0.0,12.0,9
9931,70.0,91.0,88.0,79.0,74.0,100.0,77.0,79.0,100.0,51.0,93.0,13.0,43.0,0.0,0.0,19.0,9
9932,47.0,100.0,20.0,67.0,73.0,35.0,45.0,0.0,0.0,2.0,0.0,41.0,18.0,79.0,100.0,94.0,5
9933,42.0,93.0,74.0,100.0,77.0,71.0,58.0,45.0,100.0,34.0,82.0,10.0,38.0,0.0,0.0,8.0,3
9934,13.0,100.0,0.0,62.0,12.0,21.0,53.0,0.0,94.0,19.0,100.0,60.0,75.0,96.0,32.0,97.0,0
9935,46.0,100.0,0.0,100.0,7.0,61.0,63.0,30.0,48.0,0.0,8.0,28.0,50.0,64.0,100.0,98.0,8
9936,0.0,66.0,19.0,75.0,62.0,99.0,100.0,100.0,88.0,75.0,69.0,50.0,58.0,25.0,58.0,0.0,1
9937,28.0,100.0,5.0,70.0,0.0,27.0,44.0,0.0,98.0,23.0,100.0,64.0,65.0,100.0,19.0,89.0,0
9938,0.0,100.0,36.0,95.0,42.0,47.0,38.0,0.0,2.0,19.0,1.0,47.0,50.0,57.0,100.0,63.0,7
9939,45.0,84.0,75.0,100.0,100.0,79.0,79.0,54.0,79.0,40.0,90.0,17.0,49.0,0.0,0.0,8.0,3
9940,22.0,98.0,0.0,60.0,17.0,19.0,62.0,0.0,100.0,25.0,96.0,68.0,62.0,100.0,21.0,86.0,0
9941,51.0,100.0,24.0,86.0,6.0,67.0,0.0,47.0,27.0,33.0,69.0,31.0,100.0,20.0,97.0,0.0,4
9942,16.0,56.0,30.0,100.0,54.0,79.0,36.0,31.0,0.0,3.0,19.0,9.0,60.0,7.0,100.0,0.0,2
9943,31.0,95.0,2.0,68.0,64.0,58.0,62.0,10.0,0.0,0.0,10.0,52.0,31.0,100.0,100.0,100.0,5
9944,29.0,95.0,0.0,63.0,4.0,19.0,52.0,0.0,96.0,23.0,100.0,68.0,66.0,100.0,16.0,87.0,0
9945,0.0,46.0,33.0,63.0,66.0,82.0,100.0,100.0,84.0,75.0,64.0,51.0,46.0,25.0,29.0,0.0,1
9946,20.0,85.0,23.0,62.0,55.0,30.0,18.0,0.0,0.0,22.0,0.0,57.0,29.0,88.0,100.0,100.0,5
9947,54.0,70.0,54.0,100.0,93.0,96.0,75.0,58.0,42.0,24.0,0.0,0.0,44.0,12.0,100.0,11.0,2
9948,84.0,100.0,16.0,87.0,88.0,59.0,100.0,23.0,19.0,0.0,0.0,31.0,39.0,67.0,21.0,96.0,8
9949,47.0,89.0,33.0,69.0,100.0,51.0,83.0,10.0,14.0,0.0,0.0,44.0,9.0,90.0,81.0,100.0,5
9950,0.0,81.0,38.0,100.0,84.0,100.0,81.0,67.0,69.0,33.0,63.0,0.0,50.0,21.0,100.0,27.0,7
9951,100.0,100.0,76.0,91.0,59.0,76.0,41.0,61.0,24.0,46.0,12.0,30.0,0.0,15.0,0.0,0.0,1
9952,88.0,100.0,53.0,80.0,22.0,54.0,0.0,27.0,9.0,0.0,100.0,7.0,44.0,18.0,6.0,4.0,6
9953,0.0,68.0,34.0,93.0,99.0,100.0,100.0,66.0,66.0,35.0,13.0,11.0,1.0,0.0,76.0,2.0,2
9954,53.0,100.0,37.0,93.0,10.0,58.0,0.0,20.0,45.0,0.0,100.0,18.0,62.0,40.0,0.0,38.0,6
9955,47.0,100.0,14.0,69.0,0.0,31.0,27.0,0.0,77.0,13.0,100.0,48.0,86.0,86.0,38.0,98.0,0
9956,0.0,81.0,51.0,100.0,96.0,81.0,89.0,40.0,67.0,0.0,37.0,17.0,41.0,50.0,100.0,53.0,7
9957,9.0,80.0,56.0,100.0,100.0,87.0,88.0,51.0,51.0,23.0,0.0,4.0,29.0,4.0,88.0,0.0,2
9958,53.0,90.0,80.0,100.0,85.0,77.0,66.0,51.0,100.0,31.0,89.0,8.0,42.0,0.0,0.0,4.0,3
9959,29.0,100.0,19.0,44.0,27.0,0.0,5.0,9.0,0.0,62.0,30.0,88.0,65.0,95.0,100.0,97.0,5
9960,94.0,100.0,47.0,78.0,14.0,50.0,0.0,22.0,39.0,0.0,100.0,19.0,81.0,46.0,8.0,53.0,6
9961,0.0,88.0,24.0,100.0,40.0,76.0,24.0,50.0,4.0,25.0,23.0,4.0,62.0,0.0,100.0,0.0,2
9962,38.0,95.0,87.0,100.0,82.0,65.0,53.0,45.0,100.0,44.0,93.0,11.0,38.0,0.0,0.0,25.0,3
9963,0.0,68.0,26.0,100.0,69.0,94.0,62.0,52.0,31.0,19.0,18.0,18.0,60.0,0.0,100.0,8.0,2
9964,75.0,100.0,23.0,96.0,31.0,75.0,82.0,82.0,100.0,65.0,91.0,27.0,50.0,4.0,0.0,0.0,9
9965,54.0,92.0,13.0,72.0,0.0,31.0,31.0,0.0,79.0,17.0,100.0,55.0,85.0,95.0,37.0,100.0,0
9966,49.0,100.0,15.0,80.0,0.0,37.0,22.0,1.0,67.0,0.0,100.0,31.0,100.0,75.0,62.0,92.0,0
9967,38.0,97.0,30.0,100.0,0.0,76.0,14.0,52.0,88.0,51.0,100.0,51.0,76.0,26.0,78.0,0.0,4
9968,69.0,94.0,4.0,100.0,8.0,70.0,82.0,76.0,69.0,85.0,100.0,46.0,74.0,11.0,0.0,0.0,9
9969,0.0,99.0,57.0,100.0,88.0,70.0,80.0,33.0,52.0,0.0,3.0,3.0,40.0,24.0,100.0,27.0,7
9970,15.0,78.0,2.0,43.0,20.0,5.0,69.0,0.0,100.0,34.0,92.0,73.0,53.0,99.0,0.0,100.0,0
9971,15.0,89.0,13.0,49.0,67.0,38.0,39.0,0.0,8.0,29.0,0.0,74.0,35.0,96.0,100.0,100.0,5
9972,100.0,100.0,75.0,79.0,40.0,60.0,0.0,43.0,17.0,31.0,60.0,41.0,31.0,21.0,17.0,0.0,4
9973,100.0,100.0,60.0,76.0,36.0,49.0,26.0,21.0,57.0,0.0,91.0,23.0,62.0,47.0,0.0,49.0,6
9974,71.0,84.0,25.0,100.0,0.0,69.0,56.0,66.0,76.0,74.0,100.0,36.0,66.0,5.0,7.0,0.0,9
9975,0.0,36.0,32.0,57.0,65.0,78.0,100.0,100.0,83.0,77.0,60.0,52.0,40.0,26.0,21.0,0.0,1
9976,1.0,90.0,53.0,100.0,73.0,77.0,22.0,60.0,62.0,53.0,100.0,26.0,55.0,4.0,0.0,0.0,3
9977,74.0,100.0,46.0,89.0,21.0,54.0,17.0,16.0,65.0,0.0,100.0,22.0,46.0,34.0,0.0,27.0,6
9978,0.0,34.0,39.0,52.0,74.0,75.0,100.0,100.0,92.0,83.0,77.0,55.0,62.0,28.0,52.0,0.0,1
9979,31.0,100.0,0.0,85.0,0.0,52.0,31.0,29.0,100.0,35.0,74.0,65.0,60.0,33.0,52.0,0.0,4
9980,0.0,92.0,27.0,100.0,77.0,97.0,70.0,70.0,37.0,46.0,12.0,20.0,49.0,2.0,100.0,0.0,2
9981,38.0,100.0,12.0,86.0,0.0,69.0,6.0,51.0,35.0,40.0,68.0,31.0,91.0,17.0,100.0,0.0,4
9982,27.0,70.0,60.0,100.0,94.0,88.0,73.0,52.0,39.0,20.0,0.0,0.0,45.0,18.0,100.0,4.0,2
9983,100.0,96.0,56.0,100.0,50.0,72.0,92.0,90.0,92.0,65.0,85.0,24.0,47.0,0.0,0.0,4.0,9
9984,24.0,85.0,69.0,100.0,70.0,68.0,43.0,35.0,7.0,9.0,0.0,0.0,50.0,7.0,100.0,1.0,2
9985,51.0,100.0,12.0,82.0,0.0,36.0,24.0,0.0,70.0,9.0,100.0,46.0,85.0,88.0,40.0,88.0,0
9986,0.0,95.0,32.0,69.0,68.0,34.0,45.0,0.0,30.0,25.0,70.0,59.0,100.0,95.0,30.0,100.0,8
9987,38.0,85.0,69.0,100.0,93.0,81.0,77.0,54.0,100.0,34.0,93.0,9.0,45.0,0.0,0.0,13.0,3
9988,100.0,100.0,57.0,98.0,23.0,72.0,0.0,41.0,1.0,7.0,47.0,0.0,52.0,28.0,2.0,32.0,6
9989,43.0,87.0,43.0,51.0,47.0,14.0,0.0,0.0,29.0,33.0,71.0,63.0,100.0,96.0,45.0,100.0,8
9990,22.0,92.0,17.0,53.0,63.0,30.0,27.0,0.0,0.0,17.0,14.0,64.0,46.0,98.0,100.0,100.0,5
9991,87.0,100.0,43.0,78.0,13.0,52.0,0.0,24.0,31.0,0.0,91.0,10.0,100.0,37.0,41.0,41.0,6
9992,0.0,74.0,59.0,77.0,100.0,100.0,31.0,97.0,28.0,72.0,92.0,70.0,89.0,35.0,88.0,0.0,9
9993,63.0,100.0,24.0,88.0,0.0,73.0,4.0,57.0,41.0,45.0,76.0,32.0,92.0,16.0,100.0,0.0,4
9994,77.0,84.0,48.0,72.0,68.0,33.0,38.0,0.0,0.0,17.0,50.0,48.0,100.0,79.0,64.0,100.0,8
9995,100.0,100.0,81.0,85.0,65.0,72.0,47.0,58.0,33.0,44.0,16.0,29.0,9.0,15.0,0.0,0.0,1
9996,98.0,68.0,72.0,100.0,25.0,83.0,0.0,39.0,27.0,0.0,77.0,4.0,100.0,47.0,95.0,83.0,0
9997,35.0,100.0,4.0,69.0,5.0,30.0,42.0,0.0,92.0,24.0,100.0,63.0,60.0,93.0,0.0,78.0,0
9998,75.0,88.0,100.0,100.0,61.0,88.0,97.0,80.0,100.0,40.0,87.0,4.0,39.0,0.0,0.0,22.0,9
9999,69.0,91.0,100.0,100.0,54.0,83.0,25.0,54.0,73.0,62.0,88.0,31.0,57.0,4.0,0.0,0.0,5
10000,100.0,100.0,29.0,98.0,39.0,65.0,88.0,34.0,81.0,1.0,0.0,0.0,27.0,34.0,84.0,62.0,8
10001,42.0,100.0,8.0,74.0,0.0,28.0,31.0,0.0,74.0,8.0,100.0,45.0,89.0,88.0,49.0,95.0,0
10002,100.0,64.0,96.0,100.0,49.0,79.0,75.0,40.0,57.0,0.0,0.0,15.0,46.0,45.0,97.0,69.0,8
10003,6.0,73.0,36.0,100.0,45.0,66.0,31.0,30.0,0.0,0.0,5.0,10.0,52.0,7.0,100.0,9.0,2
10004,0.0,82.0,0.0,42.0,17.0,6.0,68.0,0.0,100.0,31.0,96.0,69.0,64.0,100.0,17.0,93.0,0
10005,28.0,100.0,24.0,57.0,49.0,24.0,31.0,0.0,0.0,25.0,24.0,60.0,59.0,83.0,100.0,90.0,5
10006,21.0,64.0,50.0,100.0,52.0,98.0,52.0,57.0,52.0,17.0,0.0,0.0,31.0,2.0,100.0,0.0,1
10007,0.0,88.0,35.0,100.0,73.0,97.0,98.0,69.0,91.0,26.0,68.0,0.0,62.0,14.0,100.0,12.0,7
10008,100.0,100.0,58.0,90.0,25.0,68.0,4.0,44.0,0.0,20.0,35.0,0.0,60.0,18.0,7.0,34.0,6
10009,0.0,67.0,28.0,94.0,91.0,100.0,90.0,73.0,69.0,53.0,100.0,25.0,61.0,0.0,11.0,5.0,3
10010,0.0,77.0,15.0,100.0,46.0,100.0,45.0,64.0,31.0,31.0,35.0,0.0,67.0,1.0,100.0,8.0,2
10011,74.0,100.0,100.0,96.0,78.0,80.0,52.0,64.0,30.0,48.0,13.0,32.0,4.0,16.0,0.0,0.0,1
10012,100.0,99.0,62.0,100.0,36.0,78.0,47.0,51.0,82.0,44.0,69.0,14.0,34.0,0.0,0.0,14.0,5
10013,61.0,93.0,51.0,73.0,71.0,35.0,40.0,0.0,0.0,24.0,44.0,58.0,100.0,88.0,51.0,100.0,8
10014,36.0,100.0,3.0,72.0,0.0,45.0,62.0,50.0,100.0,61.0,95.0,63.0,97.0,30.0,97.0,0.0,4
10015,60.0,83.0,100.0,100.0,93.0,91.0,60.0,73.0,40.0,55.0,20.0,36.0,7.0,18.0,0.0,0.0,1
10016,7.0,100.0,2.0,76.0,0.0,46.0,52.0,30.0,100.0,40.0,100.0,58.0,94.0,29.0,93.0,0.0,4
10017,12.0,97.0,73.0,100.0,100.0,70.0,74.0,35.0,49.0,0.0,0.0,25.0,34.0,41.0,98.0,37.0,7
10018,100.0,100.0,66.0,90.0,29.0,63.0,0.0,31.0,13.0,0.0,67.0,4.0,78.0,35.0,29.0,46.0,6
10019,0.0,57.0,27.0,90.0,84.0,100.0,100.0,66.0,67.0,33.0,21.0,7.0,24.0,0.0,84.0,2.0,2
10020,100.0,99.0,60.0,100.0,22.0,65.0,0.0,27.0,31.0,0.0,87.0,23.0,62.0,54.0,7.0,37.0,6
10021,31.0,100.0,47.0,91.0,12.0,58.0,0.0,24.0,74.0,20.0,100.0,45.0,78.0,36.0,65.0,0.0,4
10022,41.0,100.0,69.0,100.0,54.0,69.0,24.0,50.0,0.0,36.0,35.0,31.0,68.0,14.0,100.0,0.0,2
10023,100.0,100.0,55.0,98.0,17.0,83.0,0.0,52.0,43.0,61.0,65.0,37.0,44.0,7.0,4.0,0.0,5
10024,0.0,78.0,40.0,82.0,69.0,100.0,61.0,69.0,62.0,37.0,66.0,6.0,18.0,0.0,100.0,5.0,1
10025,58.0,100.0,30.0,90.0,0.0,63.0,37.0,46.0,90.0,38.0,100.0,56.0,80.0,27.0,70.0,0.0,4
10026,27.0,95.0,0.0,62.0,9.0,20.0,57.0,0.0,100.0,27.0,98.0,70.0,61.0,100.0,8.0,85.0,0
10027,0.0,63.0,8.0,86.0,53.0,100.0,100.0,96.0,73.0,73.0,46.0,49.0,26.0,25.0,19.0,0.0,7
10028,60.0,89.0,99.0,83.0,65.0,100.0,75.0,80.0,100.0,48.0,82.0,11.0,29.0,0.0,0.0,33.0,9
10029,28.0,100.0,69.0,99.0,65.0,65.0,47.0,32.0,22.0,0.0,0.0,27.0,39.0,38.0,100.0,38.0,7
10030,99.0,79.0,59.0,100.0,18.0,78.0,0.0,35.0,30.0,0.0,77.0,4.0,100.0,45.0,94.0,88.0,0
10031,91.0,100.0,36.0,74.0,52.0,38.0,52.0,0.0,0.0,9.0,55.0,43.0,100.0,78.0,91.0,75.0,8
10032,100.0,100.0,56.0,91.0,21.0,60.0,7.0,24.0,41.0,0.0,76.0,29.0,50.0,57.0,0.0,44.0,6
10033,12.0,97.0,48.0,100.0,69.0,69.0,55.0,33.0,35.0,0.0,0.0,25.0,46.0,35.0,100.0,39.0,7
10034,100.0,100.0,68.0,95.0,33.0,72.0,7.0,45.0,0.0,15.0,38.0,0.0,55.0,25.0,11.0,33.0,6
10035,0.0,42.0,32.0,61.0,65.0,81.0,100.0,100.0,92.0,76.0,74.0,51.0,56.0,25.0,40.0,0.0,1
10036,52.0,83.0,80.0,100.0,100.0,80.0,71.0,55.0,94.0,45.0,91.0,17.0,49.0,0.0,0.0,8.0,3
10037,21.0,96.0,13.0,55.0,63.0,35.0,43.0,0.0,7.0,23.0,0.0,62.0,37.0,94.0,100.0,100.0,5
10038,100.0,100.0,47.0,84.0,14.0,51.0,0.0,13.0,44.0,0.0,79.0,31.0,43.0,51.0,10.0,19.0,6
10039,0.0,85.0,60.0,100.0,100.0,74.0,85.0,36.0,67.0,0.0,35.0,6.0,16.0,35.0,96.0,42.0,7
10040,27.0,71.0,17.0,60.0,0.0,21.0,35.0,0.0,77.0,23.0,100.0,60.0,88.0,100.0,44.0,91.0,0
10041,0.0,61.0,28.0,82.0,48.0,100.0,50.0,62.0,46.0,25.0,9.0,0.0,48.0,2.0,100.0,4.0,1
10042,84.0,100.0,41.0,80.0,20.0,50.0,15.0,19.0,55.0,0.0,100.0,20.0,48.0,31.0,0.0,15.0,6
10043,21.0,84.0,41.0,100.0,77.0,79.0,34.0,53.0,80.0,54.0,100.0,21.0,52.0,0.0,0.0,14.0,3
10044,71.0,100.0,50.0,95.0,16.0,66.0,0.0,34.0,16.0,5.0,92.0,0.0,100.0,26.0,21.0,32.0,6
10045,55.0,100.0,30.0,74.0,0.0,45.0,37.0,38.0,85.0,55.0,100.0,62.0,81.0,30.0,64.0,0.0,4
10046,69.0,100.0,65.0,96.0,31.0,71.0,0.0,46.0,40.0,32.0,100.0,46.0,77.0,26.0,67.0,0.0,4
